Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail,Final_Score,Study_Hours_Group,Attendance_Group
S0684,17,Female,10,0.9,58,Graduate,No,Yes,49,68,99,80,72.0,Good,Pass,72.0,0-2 Hours,Below 60%
S0685,14,Female,10,1.4,75,High School,No,Yes,37,83,41,40,53.67,Average,Pass,53.67,0-2 Hours,60-75%
S0686,18,Male,11,1.0,57,Postgraduate,No,Yes,56,55,72,91,61.0,Average,Pass,61.0,0-2 Hours,Below 60%
S0687,18,Male,12,3.1,83,Graduate,Yes,Yes,61,70,74,66,68.33,Good,Pass,68.33,2-4 Hours,75-90%
S0688,14,Male,10,1.2,60,Graduate,Yes,No,79,97,36,45,70.67,Good,Pass,70.67,0-2 Hours,Below 60%
S0689,18,Male,12,3.8,85,Graduate,Yes,No,53,55,43,79,50.33,Average,Pass,50.33,2-4 Hours,75-90%
S0690,16,Male,10,4.1,81,Graduate,No,No,81,58,67,46,68.67,Good,Pass,68.67,4-6 Hours,75-90%
S0691,17,Female,12,3.1,70,High School,Yes,Yes,70,71,77,91,72.67,Good,Pass,72.67,2-4 Hours,60-75%
S0692,14,Female,12,4.2,94,Postgraduate,Yes,Yes,39,81,63,63,61.0,Average,Pass,61.0,4-6 Hours,90-100%
S0693,19,Female,12,0.7,61,Postgraduate,No,Yes,81,77,91,90,83.0,Excellent,Pass,83.0,0-2 Hours,60-75%
S0694,17,Male,12,5.7,67,High School,No,No,54,58,61,87,57.67,Average,Pass,57.67,4-6 Hours,60-75%
S0695,19,Female,9,4.4,87,Graduate,Yes,Yes,42,35,93,91,56.67,Average,Pass,56.67,4-6 Hours,75-90%
S0696,16,Female,11,2.9,98,Postgraduate,No,No,58,38,81,84,59.0,Average,Pass,59.0,2-4 Hours,90-100%
S0697,16,Male,12,1.2,81,Postgraduate,Yes,Yes,73,49,42,92,54.67,Average,Pass,54.67,0-2 Hours,75-90%
S0698,18,Female,11,2.4,76,High School,Yes,No,95,42,99,45,78.67,Good,Pass,78.67,2-4 Hours,75-90%
S0699,19,Female,9,3.5,97,Graduate,No,Yes,94,79,44,57,72.33,Good,Pass,72.33,2-4 Hours,90-100%
S0700,17,Female,11,1.6,56,Postgraduate,No,Yes,49,86,86,44,73.67,Good,Pass,73.67,0-2 Hours,Below 60%
S0701,15,Female,12,5.2,51,Postgraduate,No,Yes,98,63,94,59,85.0,Excellent,Pass,85.0,4-6 Hours,Below 60%
S0702,19,Female,9,4.1,65,Graduate,Yes,No,54,99,94,49,82.33,Excellent,Pass,82.33,4-6 Hours,60-75%
S0703,16,Male,9,3.7,89,High School,No,Yes,89,71,97,90,85.67,Excellent,Pass,85.67,2-4 Hours,75-90%
S0704,19,Female,12,4.5,93,Graduate,Yes,Yes,37,57,89,69,61.0,Average,Pass,61.0,4-6 Hours,90-100%
S0705,19,Male,11,3.1,79,High School,Yes,Yes,60,61,39,94,53.33,Average,Pass,53.33,2-4 Hours,75-90%
S0706,16,Female,11,4.7,90,Graduate,Yes,No,79,51,88,88,72.67,Good,Pass,72.67,4-6 Hours,75-90%
S0707,19,Female,9,4.2,81,High School,No,Yes,39,40,87,44,55.33,Average,Pass,55.33,4-6 Hours,75-90%
S0708,17,Female,9,5.4,76,High School,Yes,No,72,77,42,65,63.67,Average,Pass,63.67,4-6 Hours,75-90%
S0709,14,Female,10,5.1,51,Graduate,Yes,Yes,51,91,91,64,77.67,Good,Pass,77.67,4-6 Hours,Below 60%
S0710,17,Male,11,4.7,92,Graduate,No,No,45,52,37,68,44.67,Poor,Fail,44.67,4-6 Hours,90-100%
S0711,18,Male,12,4.4,82,Postgraduate,No,No,71,97,56,45,74.67,Good,Pass,74.67,4-6 Hours,75-90%
S0712,17,Female,10,2.8,75,High School,Yes,No,76,76,90,89,80.67,Good,Pass,80.67,2-4 Hours,60-75%
S0713,15,Female,12,1.3,85,Graduate,No,Yes,44,97,43,70,61.33,Average,Pass,61.33,0-2 Hours,75-90%
S0714,15,Female,10,3.3,79,Graduate,Yes,No,94,68,83,74,81.67,Excellent,Pass,81.67,2-4 Hours,75-90%
S0715,19,Male,11,4.2,78,Postgraduate,No,No,86,48,59,94,64.33,Average,Pass,64.33,4-6 Hours,75-90%
S0716,19,Male,12,3.4,52,Graduate,No,Yes,67,59,41,48,55.67,Average,Pass,55.67,2-4 Hours,Below 60%
S0717,18,Male,12,2.2,89,High School,No,No,55,99,50,61,68.0,Good,Pass,68.0,2-4 Hours,75-90%
S0718,18,Female,11,2.7,75,Postgraduate,Yes,Yes,47,42,100,51,63.0,Average,Pass,63.0,2-4 Hours,60-75%
S0719,19,Male,10,3.6,93,Graduate,No,No,67,38,40,57,48.33,Poor,Fail,48.33,2-4 Hours,90-100%
S0720,19,Female,10,3.2,84,Graduate,No,Yes,80,91,66,89,79.0,Good,Pass,79.0,2-4 Hours,75-90%
S0721,17,Male,10,0.8,63,Graduate,No,No,96,61,85,57,80.67,Good,Pass,80.67,0-2 Hours,60-75%
S0722,17,Female,12,1.1,91,High School,No,No,73,50,96,44,73.0,Good,Pass,73.0,0-2 Hours,90-100%
S0723,17,Male,10,4.1,93,High School,Yes,No,100,56,69,45,75.0,Good,Pass,75.0,4-6 Hours,90-100%
S0724,15,Female,9,2.0,99,Postgraduate,No,Yes,73,48,40,95,53.67,Average,Pass,53.67,0-2 Hours,90-100%
S0725,18,Male,10,3.4,78,Postgraduate,No,No,76,94,44,84,71.33,Good,Pass,71.33,2-4 Hours,75-90%
S0726,14,Male,9,4.0,54,Postgraduate,No,Yes,60,69,90,79,73.0,Good,Pass,73.0,2-4 Hours,Below 60%
S0727,18,Female,10,3.7,95,Graduate,No,Yes,50,88,87,62,75.0,Good,Pass,75.0,2-4 Hours,90-100%
S0728,17,Female,9,2.0,80,High School,Yes,Yes,52,42,95,85,63.0,Average,Pass,63.0,0-2 Hours,75-90%
S0729,16,Male,12,5.5,62,Graduate,No,No,80,67,40,74,62.33,Average,Pass,62.33,4-6 Hours,60-75%
S0730,15,Female,11,1.2,62,Postgraduate,No,Yes,69,80,72,82,73.67,Good,Pass,73.67,0-2 Hours,60-75%
S0731,18,Female,11,3.6,53,Graduate,No,No,53,78,61,94,64.0,Average,Pass,64.0,2-4 Hours,Below 60%
S0732,15,Male,10,1.2,51,Graduate,Yes,No,85,79,94,69,86.0,Excellent,Pass,86.0,0-2 Hours,Below 60%
S0733,16,Male,9,0.9,97,High School,Yes,Yes,54,91,67,40,70.67,Good,Pass,70.67,0-2 Hours,90-100%
S0734,14,Female,11,0.9,92,Graduate,Yes,No,88,56,40,90,61.33,Average,Pass,61.33,0-2 Hours,90-100%
S0735,17,Male,11,1.5,54,Graduate,No,No,93,65,59,85,72.33,Good,Pass,72.33,0-2 Hours,Below 60%
S0736,19,Female,12,1.5,83,Graduate,Yes,No,85,82,97,75,88.0,Excellent,Pass,88.0,0-2 Hours,75-90%
S0737,17,Male,11,0.7,56,Postgraduate,Yes,Yes,69,35,37,82,47.0,Poor,Fail,47.0,0-2 Hours,Below 60%
S0738,15,Male,9,1.0,63,Postgraduate,Yes,No,57,79,90,91,75.33,Good,Pass,75.33,0-2 Hours,60-75%
S0739,18,Female,10,2.4,58,Graduate,No,Yes,69,36,83,89,62.67,Average,Pass,62.67,2-4 Hours,Below 60%
S0740,19,Male,12,1.7,85,High School,No,No,81,81,71,74,77.67,Good,Pass,77.67,0-2 Hours,75-90%
S0741,17,Male,11,1.7,75,High School,Yes,No,74,73,61,52,69.33,Good,Pass,69.33,0-2 Hours,60-75%
S0742,16,Male,12,2.1,87,Postgraduate,Yes,Yes,71,54,67,49,64.0,Average,Pass,64.0,2-4 Hours,75-90%
S0743,19,Female,11,1.3,55,Postgraduate,No,Yes,94,47,61,73,67.33,Good,Pass,67.33,0-2 Hours,Below 60%
S0744,14,Female,9,1.9,85,Postgraduate,No,Yes,74,60,100,69,78.0,Good,Pass,78.0,0-2 Hours,75-90%
S0745,14,Male,12,1.6,63,Postgraduate,No,Yes,49,41,100,40,63.33,Average,Pass,63.33,0-2 Hours,60-75%
S0746,18,Male,11,4.4,81,Postgraduate,No,Yes,76,63,42,80,60.33,Average,Pass,60.33,4-6 Hours,75-90%
S0747,15,Female,10,5.4,85,High School,No,Yes,76,71,63,83,70.0,Good,Pass,70.0,4-6 Hours,75-90%
S0748,19,Male,10,3.8,58,Graduate,Yes,No,78,56,48,75,60.67,Average,Pass,60.67,2-4 Hours,Below 60%
S0749,18,Female,10,3.4,68,High School,No,Yes,57,44,82,65,61.0,Average,Pass,61.0,2-4 Hours,60-75%
S0750,14,Female,12,3.1,60,Graduate,Yes,No,84,51,44,51,59.67,Average,Pass,59.67,2-4 Hours,Below 60%
S0751,19,Male,10,2.0,79,Graduate,Yes,Yes,74,51,79,47,68.0,Good,Pass,68.0,0-2 Hours,75-90%
S0752,16,Female,12,0.8,50,Postgraduate,Yes,Yes,44,41,52,48,45.67,Poor,Fail,45.67,0-2 Hours,Below 60%
S0753,19,Male,12,5.6,53,Postgraduate,No,No,87,98,89,77,91.33,Excellent,Pass,91.33,4-6 Hours,Below 60%
S0754,16,Male,12,3.6,60,Postgraduate,Yes,Yes,66,59,58,82,61.0,Average,Pass,61.0,2-4 Hours,Below 60%
S0755,15,Female,10,3.7,80,Postgraduate,No,Yes,95,62,46,95,67.67,Good,Pass,67.67,2-4 Hours,75-90%
S0756,16,Male,9,5.5,57,Graduate,No,No,47,57,65,83,56.33,Average,Pass,56.33,4-6 Hours,Below 60%
S0757,19,Female,9,3.6,68,High School,No,Yes,89,36,80,71,68.33,Good,Pass,68.33,2-4 Hours,60-75%
S0758,19,Male,9,4.3,82,High School,No,No,88,38,49,42,58.33,Average,Pass,58.33,4-6 Hours,75-90%
S0759,14,Female,10,5.5,57,High School,Yes,No,52,41,90,61,61.0,Average,Pass,61.0,4-6 Hours,Below 60%
S0760,18,Female,10,4.8,73,Graduate,Yes,Yes,85,63,51,49,66.33,Good,Pass,66.33,4-6 Hours,60-75%
S0761,14,Female,9,1.6,61,Postgraduate,No,No,77,94,80,55,83.67,Excellent,Pass,83.67,0-2 Hours,60-75%
S0762,16,Male,9,2.2,87,Graduate,No,Yes,54,94,58,84,68.67,Good,Pass,68.67,2-4 Hours,75-90%
S0763,16,Male,11,3.9,66,High School,No,Yes,73,35,92,91,66.67,Good,Pass,66.67,2-4 Hours,60-75%
S0764,14,Female,9,5.2,91,Graduate,Yes,No,57,87,68,59,70.67,Good,Pass,70.67,4-6 Hours,90-100%
S0765,19,Female,12,1.3,82,Graduate,No,Yes,85,93,98,87,92.0,Excellent,Pass,92.0,0-2 Hours,75-90%
S0766,15,Female,11,2.7,99,High School,Yes,Yes,87,54,67,55,69.33,Good,Pass,69.33,2-4 Hours,90-100%
S0767,19,Female,11,1.2,93,Postgraduate,Yes,No,48,63,53,65,54.67,Average,Pass,54.67,0-2 Hours,90-100%
S0768,17,Female,12,4.9,74,High School,No,Yes,96,72,99,40,89.0,Excellent,Pass,89.0,4-6 Hours,60-75%
S0769,14,Female,10,1.2,65,Graduate,Yes,No,51,96,73,88,73.33,Good,Pass,73.33,0-2 Hours,60-75%
S0770,15,Female,9,2.8,75,Graduate,Yes,Yes,58,71,47,58,58.67,Average,Pass,58.67,2-4 Hours,60-75%
S0771,15,Female,9,0.7,67,High School,No,Yes,83,68,82,58,77.67,Good,Pass,77.67,0-2 Hours,60-75%
S0772,19,Male,11,1.8,79,High School,No,Yes,42,93,57,77,64.0,Average,Pass,64.0,0-2 Hours,75-90%
S0773,15,Female,11,1.1,81,Graduate,Yes,Yes,81,96,92,65,89.67,Excellent,Pass,89.67,0-2 Hours,75-90%
S0774,15,Male,10,3.9,100,Graduate,Yes,Yes,70,62,75,82,69.0,Good,Pass,69.0,2-4 Hours,90-100%
S0775,16,Male,11,2.5,96,Graduate,No,Yes,41,100,36,85,59.0,Average,Pass,59.0,2-4 Hours,90-100%
S0776,16,Male,11,2.9,73,Postgraduate,Yes,Yes,70,62,85,71,72.33,Good,Pass,72.33,2-4 Hours,60-75%
S0777,17,Female,9,0.7,70,Postgraduate,No,No,79,40,59,63,59.33,Average,Pass,59.33,0-2 Hours,60-75%
S0778,15,Female,11,2.8,72,Graduate,Yes,Yes,60,45,36,41,47.0,Poor,Fail,47.0,2-4 Hours,60-75%
S0779,19,Female,10,3.9,91,Postgraduate,No,Yes,68,36,99,87,67.67,Good,Pass,67.67,2-4 Hours,90-100%
S0780,16,Female,12,2.8,82,Graduate,No,No,89,79,57,71,75.0,Good,Pass,75.0,2-4 Hours,75-90%
S0781,16,Male,9,1.8,75,Graduate,No,No,74,57,45,74,58.67,Average,Pass,58.67,0-2 Hours,60-75%
S0782,18,Male,11,4.6,57,Postgraduate,No,No,55,36,70,88,53.67,Average,Pass,53.67,4-6 Hours,Below 60%
S0783,18,Female,12,1.6,80,Postgraduate,Yes,No,38,39,54,54,43.67,Poor,Fail,43.67,0-2 Hours,75-90%
S0784,18,Male,9,0.6,72,Postgraduate,Yes,Yes,69,64,53,75,62.0,Average,Pass,62.0,0-2 Hours,60-75%
S0785,16,Female,12,2.8,59,High School,No,Yes,84,66,51,83,67.0,Good,Pass,67.0,2-4 Hours,Below 60%
S0786,19,Female,9,0.6,97,Postgraduate,No,Yes,59,55,100,94,71.33,Good,Pass,71.33,0-2 Hours,90-100%
S0787,18,Female,10,0.5,79,High School,No,No,55,82,75,66,70.67,Good,Pass,70.67,0-2 Hours,75-90%
S0788,18,Female,9,2.9,51,High School,Yes,Yes,69,75,82,51,75.33,Good,Pass,75.33,2-4 Hours,Below 60%
S0789,16,Female,11,5.9,66,High School,No,No,71,63,50,74,61.33,Average,Pass,61.33,4-6 Hours,60-75%
S0790,16,Female,10,5.4,93,Postgraduate,No,No,80,80,62,93,74.0,Good,Pass,74.0,4-6 Hours,90-100%
S0791,14,Male,10,5.9,90,Graduate,No,Yes,80,77,85,92,80.67,Good,Pass,80.67,4-6 Hours,75-90%
S0792,14,Male,9,5.0,57,High School,Yes,No,92,65,90,55,82.33,Excellent,Pass,82.33,4-6 Hours,Below 60%
S0793,17,Female,9,2.0,97,High School,No,No,77,37,78,72,64.0,Average,Pass,64.0,0-2 Hours,90-100%
S0794,16,Female,9,1.0,61,Postgraduate,Yes,No,51,45,67,76,54.33,Average,Pass,54.33,0-2 Hours,60-75%
S0795,15,Female,11,2.1,83,High School,Yes,No,58,45,64,45,55.67,Average,Pass,55.67,2-4 Hours,75-90%
S0796,16,Male,11,1.4,82,Graduate,Yes,Yes,39,57,36,72,44.0,Poor,Fail,44.0,0-2 Hours,75-90%
S0797,15,Male,12,5.4,67,High School,No,No,56,41,84,79,60.33,Average,Pass,60.33,4-6 Hours,60-75%
S0798,19,Female,12,3.1,100,High School,No,Yes,48,48,51,60,49.0,Poor,Fail,49.0,2-4 Hours,90-100%
S0799,17,Male,10,5.3,82,Postgraduate,Yes,Yes,68,100,96,79,88.0,Excellent,Pass,88.0,4-6 Hours,75-90%
S0800,16,Female,10,4.5,94,High School,No,Yes,87,91,42,40,73.33,Good,Pass,73.33,4-6 Hours,90-100%
S0801,16,Female,12,4.2,93,High School,Yes,Yes,91,60,72,89,74.33,Good,Pass,74.33,4-6 Hours,90-100%
S0802,19,Male,9,5.0,51,Postgraduate,No,Yes,69,88,39,72,65.33,Average,Pass,65.33,4-6 Hours,Below 60%
S0803,14,Female,10,1.4,86,Postgraduate,Yes,No,55,57,36,63,49.33,Poor,Fail,49.33,0-2 Hours,75-90%
S0804,17,Male,9,3.0,50,Postgraduate,No,No,67,91,88,62,82.0,Excellent,Pass,82.0,2-4 Hours,Below 60%
S0805,19,Male,10,1.7,73,High School,Yes,Yes,80,52,56,53,62.67,Average,Pass,62.67,0-2 Hours,60-75%
S0806,18,Female,10,5.8,85,High School,No,Yes,47,81,85,70,71.0,Good,Pass,71.0,4-6 Hours,75-90%
S0807,15,Female,11,1.6,59,Postgraduate,No,Yes,53,79,46,57,59.33,Average,Pass,59.33,0-2 Hours,Below 60%
S0808,16,Female,9,4.0,53,Postgraduate,Yes,Yes,41,96,89,89,75.33,Good,Pass,75.33,2-4 Hours,Below 60%
S0809,19,Female,10,4.2,66,Graduate,No,No,76,99,75,94,83.33,Excellent,Pass,83.33,4-6 Hours,60-75%
S0810,15,Female,9,1.9,72,Graduate,Yes,Yes,72,53,49,92,58.0,Average,Pass,58.0,0-2 Hours,60-75%
S0811,18,Male,10,5.2,92,Graduate,No,Yes,93,41,42,75,58.67,Average,Pass,58.67,4-6 Hours,90-100%
S0812,18,Female,11,1.8,95,High School,No,Yes,57,90,85,48,77.33,Good,Pass,77.33,0-2 Hours,90-100%
S0813,19,Female,10,3.4,72,High School,Yes,Yes,58,94,36,47,62.67,Average,Pass,62.67,2-4 Hours,60-75%
S0814,18,Male,9,3.9,79,Postgraduate,Yes,Yes,78,44,73,77,65.0,Average,Pass,65.0,2-4 Hours,75-90%
S0815,14,Female,11,3.4,52,Postgraduate,Yes,No,55,42,93,75,63.33,Average,Pass,63.33,2-4 Hours,Below 60%
S0816,17,Female,10,2.7,98,Postgraduate,No,Yes,71,38,82,85,63.67,Average,Pass,63.67,2-4 Hours,90-100%
S0817,15,Male,11,1.3,53,Graduate,No,Yes,57,56,89,44,67.33,Good,Pass,67.33,0-2 Hours,Below 60%
S0818,15,Male,12,4.7,62,High School,No,Yes,82,61,56,82,66.33,Good,Pass,66.33,4-6 Hours,60-75%
S0819,16,Female,11,4.6,50,Postgraduate,No,Yes,40,93,40,95,57.67,Average,Pass,57.67,4-6 Hours,Below 60%
S0820,15,Male,9,5.0,100,Graduate,Yes,No,45,48,88,55,60.33,Average,Pass,60.33,4-6 Hours,90-100%
S0821,15,Female,9,5.8,90,Postgraduate,Yes,No,93,70,85,87,82.67,Excellent,Pass,82.67,4-6 Hours,75-90%
S0822,14,Female,12,3.3,63,High School,No,No,59,70,98,54,75.67,Good,Pass,75.67,2-4 Hours,60-75%
S0823,14,Male,12,4.1,53,High School,Yes,Yes,86,77,68,44,77.0,Good,Pass,77.0,4-6 Hours,Below 60%
S0824,17,Female,11,3.4,65,High School,Yes,No,42,57,36,77,45.0,Poor,Fail,45.0,2-4 Hours,60-75%
S0825,14,Female,9,2.5,73,Graduate,Yes,No,80,71,95,57,82.0,Excellent,Pass,82.0,2-4 Hours,60-75%
S0826,17,Female,12,2.0,80,Postgraduate,Yes,Yes,69,49,88,73,68.67,Good,Pass,68.67,0-2 Hours,75-90%
S0827,19,Female,11,4.4,62,Postgraduate,No,No,75,81,95,43,83.67,Excellent,Pass,83.67,4-6 Hours,60-75%
S0828,18,Female,10,1.3,55,High School,Yes,Yes,99,51,72,59,74.0,Good,Pass,74.0,0-2 Hours,Below 60%
S0829,16,Female,11,3.2,54,Postgraduate,No,Yes,42,79,48,40,56.33,Average,Pass,56.33,2-4 Hours,Below 60%
S0830,18,Male,9,4.0,84,Postgraduate,Yes,Yes,89,71,69,45,76.33,Good,Pass,76.33,2-4 Hours,75-90%
S0831,17,Male,10,4.5,93,Postgraduate,No,Yes,51,39,70,40,53.33,Average,Pass,53.33,4-6 Hours,90-100%
S0832,18,Male,12,4.9,52,High School,No,No,77,39,98,68,71.33,Good,Pass,71.33,4-6 Hours,Below 60%
S0833,16,Male,10,2.6,94,Graduate,Yes,No,69,40,98,81,69.0,Good,Pass,69.0,2-4 Hours,90-100%
S0834,19,Male,10,3.4,93,High School,No,Yes,42,94,37,43,57.67,Average,Pass,57.67,2-4 Hours,90-100%
S0835,18,Male,10,5.4,84,Postgraduate,No,Yes,56,40,93,82,63.0,Average,Pass,63.0,4-6 Hours,75-90%
S0836,15,Male,11,2.1,74,Graduate,Yes,Yes,88,93,82,79,87.67,Excellent,Pass,87.67,2-4 Hours,60-75%
S0837,17,Female,12,5.2,96,Graduate,No,Yes,41,50,50,55,47.0,Poor,Fail,47.0,4-6 Hours,90-100%
S0838,14,Female,9,3.9,72,High School,No,Yes,69,57,97,73,74.33,Good,Pass,74.33,2-4 Hours,60-75%
S0839,18,Female,9,2.0,89,Graduate,Yes,No,65,45,40,47,50.0,Average,Pass,50.0,0-2 Hours,75-90%
S0840,19,Male,11,1.0,60,High School,Yes,Yes,84,96,64,92,81.33,Excellent,Pass,81.33,0-2 Hours,Below 60%
S0841,14,Female,9,1.7,92,High School,No,No,57,65,76,44,66.0,Good,Pass,66.0,0-2 Hours,90-100%
S0842,17,Male,12,5.4,99,Graduate,No,Yes,72,90,35,51,65.67,Average,Pass,65.67,4-6 Hours,90-100%
S0843,19,Male,9,3.7,64,Graduate,Yes,No,73,63,60,53,65.33,Average,Pass,65.33,2-4 Hours,60-75%
S0844,15,Male,9,5.8,78,High School,Yes,Yes,93,64,65,88,74.0,Good,Pass,74.0,4-6 Hours,75-90%
S0845,19,Female,12,4.3,69,Postgraduate,Yes,Yes,36,86,77,59,66.33,Good,Pass,66.33,4-6 Hours,60-75%
S0846,16,Female,12,2.6,77,Postgraduate,Yes,No,90,65,58,46,71.0,Good,Pass,71.0,2-4 Hours,75-90%
S0847,17,Female,12,3.3,66,Postgraduate,No,No,84,35,72,40,63.67,Average,Pass,63.67,2-4 Hours,60-75%
S0848,19,Female,12,5.8,76,Graduate,Yes,No,84,86,67,46,79.0,Good,Pass,79.0,4-6 Hours,75-90%
S0849,18,Male,12,1.3,93,Graduate,Yes,No,46,47,67,75,53.33,Average,Pass,53.33,0-2 Hours,90-100%
S0850,18,Female,10,1.0,55,High School,Yes,Yes,88,80,43,47,70.33,Good,Pass,70.33,0-2 Hours,Below 60%
S0851,17,Female,9,3.2,61,Postgraduate,No,Yes,76,53,92,47,73.67,Good,Pass,73.67,2-4 Hours,60-75%
S0852,17,Female,12,1.4,93,Postgraduate,Yes,Yes,74,82,44,80,66.67,Good,Pass,66.67,0-2 Hours,90-100%
S0853,19,Male,12,1.3,92,Graduate,No,No,60,49,94,63,67.67,Good,Pass,67.67,0-2 Hours,90-100%
S0854,16,Male,12,2.0,64,Postgraduate,Yes,Yes,97,81,68,87,82.0,Excellent,Pass,82.0,0-2 Hours,60-75%
S0855,19,Female,12,3.7,90,High School,No,No,92,73,47,52,70.67,Good,Pass,70.67,2-4 Hours,75-90%
S0856,19,Male,11,5.3,63,High School,Yes,No,80,37,80,61,65.67,Average,Pass,65.67,4-6 Hours,60-75%
S0857,15,Male,10,5.4,96,Postgraduate,Yes,Yes,72,57,100,49,76.33,Good,Pass,76.33,4-6 Hours,90-100%
S0858,18,Female,12,0.8,72,Graduate,Yes,No,85,70,67,70,74.0,Good,Pass,74.0,0-2 Hours,60-75%
S0859,14,Female,9,5.0,98,High School,No,Yes,56,47,47,68,50.0,Average,Pass,50.0,4-6 Hours,90-100%
S0860,19,Female,12,5.3,60,Postgraduate,Yes,Yes,70,79,73,55,74.0,Good,Pass,74.0,4-6 Hours,Below 60%
S0861,14,Male,10,2.1,91,Postgraduate,No,Yes,100,93,94,64,95.67,Excellent,Pass,95.67,2-4 Hours,90-100%
S0862,19,Male,12,0.6,55,Postgraduate,No,Yes,46,94,62,42,67.33,Good,Pass,67.33,0-2 Hours,Below 60%
S0863,14,Male,12,3.3,99,High School,No,No,37,38,72,58,49.0,Poor,Fail,49.0,2-4 Hours,90-100%
S0864,19,Male,12,1.6,66,High School,No,Yes,73,37,36,89,48.67,Poor,Fail,48.67,0-2 Hours,60-75%
S0865,16,Male,12,3.9,77,High School,No,No,51,87,50,57,62.67,Average,Pass,62.67,2-4 Hours,75-90%
S0866,18,Male,9,4.2,100,High School,Yes,Yes,43,76,46,61,55.0,Average,Pass,55.0,4-6 Hours,90-100%
S0867,19,Female,11,2.2,80,Postgraduate,Yes,No,78,70,92,52,80.0,Good,Pass,80.0,2-4 Hours,75-90%
S0868,18,Male,9,3.4,69,High School,No,Yes,100,81,89,72,90.0,Excellent,Pass,90.0,2-4 Hours,60-75%
S0869,15,Male,11,1.5,99,High School,Yes,No,69,44,73,57,62.0,Average,Pass,62.0,0-2 Hours,90-100%
S0870,17,Male,11,2.6,70,Graduate,No,Yes,89,51,87,76,75.67,Good,Pass,75.67,2-4 Hours,60-75%
S0871,18,Male,9,1.5,98,Graduate,Yes,Yes,91,47,65,47,67.67,Good,Pass,67.67,0-2 Hours,90-100%
S0872,17,Male,12,2.6,100,Postgraduate,Yes,Yes,95,64,84,74,81.0,Excellent,Pass,81.0,2-4 Hours,90-100%
S0873,19,Female,10,1.2,62,High School,Yes,Yes,37,86,94,85,72.33,Good,Pass,72.33,0-2 Hours,60-75%
S0874,17,Female,11,5.3,98,High School,No,No,49,71,51,52,57.0,Average,Pass,57.0,4-6 Hours,90-100%
S0875,19,Male,10,4.0,96,High School,No,No,50,95,82,71,75.67,Good,Pass,75.67,2-4 Hours,90-100%
S0876,14,Female,12,5.2,55,High School,Yes,No,94,42,64,82,66.67,Good,Pass,66.67,4-6 Hours,Below 60%
S0877,14,Female,12,0.9,95,Postgraduate,No,No,92,63,94,51,83.0,Excellent,Pass,83.0,0-2 Hours,90-100%
S0878,18,Female,11,4.0,83,Graduate,Yes,No,78,58,52,41,62.67,Average,Pass,62.67,2-4 Hours,75-90%
S0879,19,Male,11,1.8,97,Graduate,Yes,Yes,92,78,88,74,86.0,Excellent,Pass,86.0,0-2 Hours,90-100%
S0880,19,Female,9,5.1,95,High School,No,Yes,68,38,40,63,48.67,Poor,Fail,48.67,4-6 Hours,90-100%
S0881,19,Male,12,1.9,63,Graduate,Yes,No,79,46,79,87,68.0,Good,Pass,68.0,0-2 Hours,60-75%
S0882,19,Female,9,5.7,75,Postgraduate,No,Yes,91,37,90,58,72.67,Good,Pass,72.67,4-6 Hours,60-75%
S0883,17,Male,12,1.4,68,High School,Yes,Yes,86,97,82,66,88.33,Excellent,Pass,88.33,0-2 Hours,60-75%
S0884,14,Male,10,5.2,77,Graduate,No,Yes,83,52,61,88,65.33,Average,Pass,65.33,4-6 Hours,75-90%
S0885,17,Female,11,0.8,58,Graduate,No,No,59,62,60,63,60.33,Average,Pass,60.33,0-2 Hours,Below 60%
S0886,17,Male,10,1.8,78,High School,Yes,Yes,62,96,58,95,72.0,Good,Pass,72.0,0-2 Hours,75-90%
S0887,15,Male,12,1.8,66,Graduate,Yes,No,69,91,79,61,79.67,Good,Pass,79.67,0-2 Hours,60-75%
S0888,17,Female,9,2.6,56,High School,Yes,Yes,36,66,70,46,57.33,Average,Pass,57.33,2-4 Hours,Below 60%
S0889,18,Female,11,2.4,99,High School,Yes,Yes,39,100,57,82,65.33,Average,Pass,65.33,2-4 Hours,90-100%
S0890,17,Male,9,5.3,82,High School,No,Yes,42,80,84,82,68.67,Good,Pass,68.67,4-6 Hours,75-90%
S0891,18,Male,11,4.7,58,Postgraduate,No,No,86,51,90,89,75.67,Good,Pass,75.67,4-6 Hours,Below 60%
S0892,14,Female,9,5.6,54,High School,No,No,67,81,62,62,70.0,Good,Pass,70.0,4-6 Hours,Below 60%
S0893,19,Female,11,5.4,69,Postgraduate,No,No,94,98,44,76,78.67,Good,Pass,78.67,4-6 Hours,60-75%
S0894,19,Female,12,2.8,54,Graduate,No,Yes,96,62,36,79,64.67,Average,Pass,64.67,2-4 Hours,Below 60%
S0895,15,Female,9,3.5,87,Postgraduate,Yes,No,57,90,77,47,74.67,Good,Pass,74.67,2-4 Hours,75-90%
S0896,18,Male,12,5.2,93,High School,No,Yes,40,78,37,88,51.67,Average,Pass,51.67,4-6 Hours,90-100%
S0897,16,Male,10,2.7,88,Graduate,Yes,No,56,78,98,50,77.33,Good,Pass,77.33,2-4 Hours,75-90%
